Name,Gender,"Rating Value","Rating Count","Main Accords",Perfumers,Description,url
"Febe Giardino Benesserefor women and men","for women and men",4.34,119,"['fruity', 'sweet', 'aromatic', 'caramel', 'citrus', 'tropical', 'vanilla', 'fresh', 'lavender', 'powdery']","['Paolo Terenzi']","FebebyGiardino Benessereis a fragrance for women and men.Febewas launched in 2018. The nose behind this fragrance is Paolo Terenzi. Top notes are Passionfruit, Cassis, Lemon and Bergamot; middle notes are Peach, Raspberry, Lavender, Absinthe, Cinnamon, Ylang-Ylang and Magnolia; base notes are Caramel, Vanilla, Amber, Musk and Patchouli.",https://www.fragrantica.com/perfume/Giardino-Benessere/Febe-49646.html
"Massimo Dutti In Black For Her Massimo Duttifor women","for women",3.74,57,"['rose', 'fresh', 'floral', 'fruity', 'citrus', 'musky', 'sweet', 'woody', 'green', 'powdery']",[],"Massimo Dutti In Black For HerbyMassimo Duttiis a Amber Floral fragrance for women.Massimo Dutti In Black For Herwas launched in 2014. Top notes are Pink Pepper, Apple, Bergamot, Pineapple and Mandarin Orange; middle notes are Rose, Peony and Lily-of-the-Valley; base notes are Musk, Sandalwood and Patchouli.",https://www.fragrantica.com/perfume/Massimo-Dutti/Massimo-Dutti-In-Black-For-Her-22986.html
"Musky Pineapple The Dua Brandfor women and men","for women and men",4.33,6,"['musky', 'fruity', 'sweet', 'powdery', 'tropical', 'fresh']",[],"Musky PineapplebyThe Dua Brandis a fragrance for women and men.Musky Pineapplewas launched in 2021.",https://www.fragrantica.com/perfume/The-Dua-Brand/Musky-Pineapple-80804.html
"Avon Essence Avonfor men","for men",3.72,152,"['aromatic', 'citrus', 'herbal', 'lavender', 'warm spicy', 'amber', 'soft spicy', 'fresh spicy', 'musky', 'woody']",[],"Avon EssencebyAvonis a Aromatic Fougere fragrance for men. Top notes are Lavender and Cardamom; middle notes are Sage and Yuzu; base notes are Cashmere Wood and Ambergris.",https://www.fragrantica.com/perfume/Avon/Avon-Essence-2247.html
"Spodeli s Men Evterpafor women","for women",4,3,"['woody', 'rose', 'white floral', 'fruity', 'powdery', 'vanilla', 'sweet', 'tuberose', 'floral', 'warm spicy']",[],"Spodeli s MenbyEvterpais a Floral Fruity fragrance for women. Top notes are Passionfruit and Black Currant; middle notes are Bulgarian Rose, Orange Blossom and Tuberose; base notes are Sandalwood and Vanilla.",https://www.fragrantica.com/perfume/Evterpa/Spodeli-s-Men-36369.html
"Flor de Pêssego e Macadâmia Jequitifor women","for women",5,1,"['floral', 'nutty', 'fruity']",[],"Flor de Pêssego e MacadâmiabyJequitiis a Floral fragrance for women.Flor de Pêssego e Macadâmiawas launched in 2012.",https://www.fragrantica.com/perfume/Jequiti/Flor-de-Pessego-e-Macadamia-35322.html
"L'Eau d'Issey Pour Homme Eau de Toilette L'Ete Issey Miyakefor men","for men",4.13,168,"['citrus', 'aromatic', 'marine', 'green', 'sweet', 'salty', 'woody']",[],"L'Eau d'Issey Pour Homme Eau de Toilette L'EtebyIssey Miyakeis a Aromatic Aquatic fragrance for men.L'Eau d'Issey Pour Homme Eau de Toilette L'Etewas launched in 2012. Top notes are Yuzu and Mandarin Orange; middle notes are Sea water, Sage and Cardamom; base notes are Vetiver and Amber.",https://www.fragrantica.com/perfume/Issey-Miyake/L-Eau-d-Issey-Pour-Homme-Eau-de-Toilette-L-Ete-14739.html
"Haunted & Bewitched Alkemia Perfumesfor women and men","for women and men",4.04,52,"['musky', 'amber', 'floral', 'caramel', 'rose', 'vanilla', 'soft spicy', 'sweet', 'white floral', 'patchouli']","['Sharra Lamoureaux']","Haunted & BewitchedbyAlkemia Perfumesis a fragrance for women and men. The nose behind this fragrance is Sharra Lamoureaux.",https://www.fragrantica.com/perfume/Alkemia-Perfumes/Haunted-Bewitched-53476.html
"Silver Winter Zara Man Zarafor men","for men",4,12,"['citrus', 'aromatic', 'green', 'woody', 'fresh spicy', 'patchouli', 'lavender']",[],"Silver Winter Zara ManbyZarais a fragrance for men. This is a new fragrance.Silver Winter Zara Manwas launched in 2022. Top notes are Mandarin Orange, Mint, Lemon and Lime; middle notes are Lavender, Clary Sage, Gardenia and Cardamom; base notes are Patchouli, Sandalwood, Tonka Bean and Amber.",https://www.fragrantica.com/perfume/Zara/Silver-Winter-Zara-Man-78051.html
"Chrome Under the Pole Azzarofor men","for men",3.91,55,"['woody', 'aromatic', 'citrus', 'floral', 'fresh', 'warm spicy', 'powdery', 'sweet', 'fresh spicy', 'white floral']",[],"Chrome Under the PolebyAzzarois a Citrus Aromatic fragrance for men.Chrome Under the Polewas launched in 2018. Top notes are Calabrian bergamot, Lemon, Rosemary, Pineapple and Neroli; middle notes are Cyclamen, Coriander, Oakmoss and Jasmine; base notes are Sandalwood, Cedar, Oakmoss, Tonka Bean, Brazilian Rosewood, Musk and Cardamom.",https://www.fragrantica.com/perfume/Azzaro/Chrome-Under-the-Pole-50031.html
"Miss America Milton Lloydfor women","for women",4.75,4,"['white floral', 'tuberose', 'musky', 'amber', 'citrus', 'sweet', 'warm spicy', 'green', 'vanilla', 'animalic']",[],"Miss AmericabyMilton Lloydis a Floral fragrance for women. Top notes are Tuberose, Orange Blossom, Orange, Red Berries and Green Leaves; middle notes are Cardamom, Rose and Pepper; base notes are Cashmere Wood, Vanilla, Amber and Musk.",https://www.fragrantica.com/perfume/Milton-Lloyd/Miss-America-23988.html
"Kobako Sensuelle Bourjoisfor women","for women",3.93,89,"['vanilla', 'citrus', 'woody', 'white floral', 'patchouli', 'rose', 'powdery', 'balsamic', 'warm spicy', 'floral']",[],"Kobako SensuellebyBourjoisis a Floral Woody Musk fragrance for women.Kobako Sensuellewas launched in 1986. Top notes are Mandarin Orange and Lemon; middle notes are Jasmine and Rose; base notes are Vanilla, Patchouli and Cedar.",https://www.fragrantica.com/perfume/Bourjois/Kobako-Sensuelle-20890.html
"Monogram for Him Cranfordfor men","for men",,,[],[],"Monogram for HimbyCranfordis a fragrance for men.",https://www.fragrantica.com/perfume/Cranford/Monogram-for-Him-89661.html
"Lucky Flower Orange Lonkoom Parfumfor women","for women",5,2,"['white floral', 'citrus', 'fruity', 'woody', 'sweet', 'animalic', 'aromatic', 'lavender', 'musky', 'powdery']",[],"Lucky Flower OrangebyLonkoom Parfumis a Floral fragrance for women. This is a new fragrance.Lucky Flower Orangewas launched in 2022. Top notes are Tangerine, Lavender, Black Currant and Petitgrain; middle notes are Jasmine, Lavender and Orange Blossom; base notes are Vanilla, Cedar, Ambergris and Musk.",https://www.fragrantica.com/perfume/Lonkoom-Parfum/Lucky-Flower-Orange-82979.html
"1888 Xerjofffor women and men","for women and men",4.17,"1,834","['warm spicy', 'woody', 'amber', 'floral', 'aromatic', 'yellow floral', 'fresh spicy', 'leather', 'powdery', 'rose']",[],"1888byXerjoffis a Amber Floral fragrance for women and men.1888was launched in 2013. Top notes are Carnation, Pepper, Coriander and Saffron; middle notes are Ylang-Ylang, Rose and Neroli; base notes are Amber, Sandalwood, Birch and Patchouli.",https://www.fragrantica.com/perfume/Xerjoff/1888-21616.html
"Fico Strega Del Castellofor women and men","for women and men",4.06,16,"['green', 'woody', 'fresh', 'fruity', 'sweet', 'lactonic']",[],"FicobyStrega Del Castellois a fragrance for women and men.",https://www.fragrantica.com/perfume/Strega-Del-Castello/Fico-62603.html
"Dans Tes Bras Frederic Mallefor women and men","for women and men",3.82,"1,518","['woody', 'powdery', 'musky', 'violet', 'aromatic', 'amber', 'floral']","['Maurice Roucel']","Dans Tes BrasbyFrederic Malleis a Woody Floral Musk fragrance for women and men.Dans Tes Braswas launched in 2008. The nose behind this fragrance is Maurice Roucel.",https://www.fragrantica.com/perfume/Frederic-Malle/Dans-Tes-Bras-3976.html
"Kazanski Life Parli Parfumfor men","for men",3.67,6,"['aromatic', 'vanilla', 'warm spicy', 'fresh spicy', 'amber', 'citrus', 'rose', 'ozonic', 'herbal', 'woody']",[],"Kazanski LifebyParli Parfumis a fragrance for men.Kazanski Lifewas launched in 2018. Top notes are Bergamot, Cardamom and Violet Leaf; middle notes are Geranium, Vetiver and Balsam Fir; base notes are Tonka Bean, Vanilla and Cashmere Wood.",https://www.fragrantica.com/perfume/Parli-Parfum/Kazanski-Life-50529.html
"Apple Brandy on the Rocks By Kilianfor women and men","for women and men",4.11,"2,505","['fruity', 'woody', 'warm spicy', 'fresh', 'rum', 'sweet', 'green', 'amber', 'vanilla', 'aromatic']","['Sidonie Lancesseur']","Apple Brandy on the RocksbyBy Kilianis a Aromatic Fruity fragrance for women and men.Apple Brandy on the Rockswas launched in 2021. The nose behind this fragrance is Sidonie Lancesseur. Top notes are Cardamom and Bergamot; middle notes are Apple, Rum, Brandy, Pineapple, Vanilla and Moss; base notes are Ambroxan and Cedar.",https://www.fragrantica.com/perfume/By-Kilian/Apple-Brandy-on-the-Rocks-68326.html
"Samba Viva Woman Perfumer's Workshopfor women","for women",2.71,7,"['citrus', 'white floral', 'fresh spicy', 'floral', 'sweet']",[],"Samba Viva WomanbyPerfumer's Workshopis a Floral Fruity fragrance for women.Samba Viva Womanwas launched in 2003. Top notes are Bergamot, Orange, Apple Blossom, Pear and Fruits; middle notes are Jasmine, Pepper and Rose; base notes are Vanilla and Cedar.",https://www.fragrantica.com/perfume/Perfumer-s-Workshop/Samba-Viva-Woman-30303.html
"Liberty Nuancielofor women and men","for women and men",4.16,57,"['white floral', 'lavender', 'aromatic', 'vanilla', 'fruity', 'citrus', 'sweet', 'musky', 'powdery', 'soft spicy']",[],"LibertybyNuancielois a Amber Fougere fragrance for women and men.Libertywas launched in 2021. Top notes are Lavender, Black Currant, Cassis, Petitgrain and Tangerine; middle notes are Lavender, Orange Blossom and Jasmine; base notes are Madagascar Vanilla, Musk, Ambergris and Cedar.",https://www.fragrantica.com/perfume/Nuancielo/Liberty-71574.html
"Oudh Arboreal Alkemia Perfumesfor women and men","for women and men",4.5,8,"['amber', 'woody', 'warm spicy', 'aromatic', 'oud', 'balsamic', 'green', 'patchouli', 'sweet', 'powdery']","['Sharra Lamoureaux']","Oudh ArborealbyAlkemia Perfumesis a fragrance for women and men. The nose behind this fragrance is Sharra Lamoureaux.",https://www.fragrantica.com/perfume/Alkemia-Perfumes/Oudh-Arboreal-54063.html
"Shining Estiarafor men","for men",4,1,"['aromatic', 'woody', 'citrus', 'powdery', 'white floral', 'fresh spicy', 'earthy', 'musky', 'mossy', 'iris']",[],"ShiningbyEstiarais a Woody Aromatic fragrance for men. Top notes are Lemon, Petitgrain and Rosemary; middle notes are Jasmine, Orris and Coriander; base notes are Cedar, Moss and Musk.",https://www.fragrantica.com/perfume/Estiara/Shining-27792.html
"Titanium Eau de Cologne Natural Scentsfor men","for men",4,2,[],[],"Titanium Eau de ColognebyNatural Scentsis a Aromatic fragrance for men.",https://www.fragrantica.com/perfume/Natural-Scents/Titanium-Eau-de-Cologne-37357.html
"Violette Précieuse Caronfor women","for women",3.9,49,"['powdery', 'violet', 'iris', 'white floral', 'woody', 'fresh', 'musky', 'fruity', 'floral', 'sweet']","['Ernest Daltroff']","Violette PrécieusebyCaronis a Floral fragrance for women.Violette Précieusewas launched in 2018. The nose behind this fragrance is Ernest Daltroff. Top notes are Iris and Violet; middle notes are Lily-of-the-Valley and Musk; base notes are Raspberry and Sandalwood.",https://www.fragrantica.com/perfume/Caron/Violette-Precieuse-49071.html
"Chouette Vierge No. 4 Chouette Vierge Parfuméefor women and men","for women and men",5,3,"['woody', 'amber', 'warm spicy', 'leather', 'powdery', 'sweet', 'musky', 'chocolate', 'rum', 'vanilla']","['Hoang Nguyen']","Chouette Vierge No. 4byChouette Vierge Parfuméeis a Amber Vanilla fragrance for women and men. This is a new fragrance.Chouette Vierge No. 4was launched in 2024. The nose behind this fragrance is Hoang Nguyen. Top notes are Leather, Ylang-Ylang, Bergamot and Lemon; middle notes are Dark Chocolate, Labdanum, Rum, Patchouli, Bourbon Vanilla, Amber, Coffee, Cypress and Caramel; base notes are Patchouli, Madagascar Vanilla, Vetiver, Musk, Sandalwood and Heliotrope.",https://www.fragrantica.com/perfume/Chouette-Vierge-Parfumee/Chouette-Vierge-No-4-92908.html
"Just Tobacco Ghalatifor women and men","for women and men",5,1,[],"['Chris Maurice']","Just TobaccobyGhalatiis a Amber Woody fragrance for women and men. This is a new fragrance.Just Tobaccowas launched in 2022. The nose behind this fragrance is Chris Maurice. Top notes are Ginger, Tobacco, Cinnamon and Cardamom; middle notes are Vanilla, Cloves, Anise and Cacao; base notes are Amber, Dried Fruits and Sweet Notes.",https://www.fragrantica.com/perfume/Ghalati/Just-Tobacco-79251.html
"Eternal Royal Red Lonkoom Parfumfor men","for men",1,1,"['warm spicy', 'woody', 'fruity', 'rose', 'powdery', 'citrus', 'patchouli', 'musky', 'aromatic', 'sweet']",[],"Eternal Royal RedbyLonkoom Parfumis a Woody Aromatic fragrance for men.Eternal Royal Redwas launched in 2015. Top notes are Litchi, Bergamot and Raspberry; middle notes are Cardamom and Rose; base notes are Musk, Patchouli and Sandalwood.",https://www.fragrantica.com/perfume/Lonkoom-Parfum/Eternal-Royal-Red-71410.html
"Black AXEfor men","for men",3.72,179,"['aquatic', 'ozonic', 'woody', 'warm spicy', 'citrus', 'fruity', 'aromatic', 'sweet', 'floral', 'musky']","['Ann Gottlieb']","BlackbyAXEis a Woody Aromatic fragrance for men.Blackwas launched in 2015. The nose behind this fragrance is Ann Gottlieb. Top notes are Watermelon, Pear, Mandarin Orange and Bergamot; middle notes are Cardamon and Freesia; base notes are Cedar, Musk and Patchouli.",https://www.fragrantica.com/perfume/AXE/Black-29883.html
"Animal Mondain Pierre Guillaume Parisfor women and men","for women and men",3.99,151,"['green', 'sweet', 'tobacco', 'honey', 'woody', 'animalic', 'powdery', 'herbal', 'fresh spicy', 'fruity']","['Pierre Guillaume']","Animal MondainbyPierre Guillaume Parisis a Woody Spicy fragrance for women and men.Animal Mondainwas launched in 2020. The nose behind this fragrance is Pierre Guillaume. Top note is Pear Leaf; middle notes are Tobacco, Honey and Hay; base notes are Mahogany, Powdery Notes and Animal notes.",https://www.fragrantica.com/perfume/Pierre-Guillaume-Paris/Animal-Mondain-63172.html
"Musc Immortel Atelier des Orsfor women and men","for women and men",4,226,"['musky', 'woody', 'earthy', 'aromatic', 'herbal', 'warm spicy', 'sweet', 'powdery', 'iris', 'floral']","['Marie Salamagne']","Musc ImmortelbyAtelier des Orsis a Woody Aromatic fragrance for women and men.Musc Immortelwas launched in 2017. The nose behind this fragrance is Marie Salamagne. Top notes are Iris, Clary Sage and Grapefruit; middle notes are Haitian Vetiver, Cypriol Oil or Nagarmotha and Patchouli; base notes are Immortelle, Ambrette (Musk Mallow) and Musk.",https://www.fragrantica.com/perfume/Atelier-des-Ors/Musc-Immortel-41971.html
"Noorah Bvlgarifor women","for women",4.02,149,"['sweet', 'warm spicy', 'woody', 'tobacco', 'iris', 'vanilla', 'powdery', 'earthy', 'honey', 'amber']","['Daniela (Roche) Andrier']","NoorahbyBvlgariis a Chypre Floral fragrance for women.Noorahwas launched in 2014. The nose behind this fragrance is Daniela (Roche) Andrier.",https://www.fragrantica.com/perfume/Bvlgari/Noorah-27388.html
"Possession Wilgermainfor women and men","for women and men",3.44,39,"['floral', 'fruity', 'rose', 'fresh', 'sweet', 'tropical', 'musky']","['Rodrigo Flores-Roux']","PossessionbyWilgermainis a Floral Woody Musk fragrance for women and men.Possessionwas launched in 2020. The nose behind this fragrance is Rodrigo Flores-Roux. Top notes are Pineapple, Pear Blossom and Cyclamen; middle notes are Amaryllis, Turkish Rose and Orange Blossom; base notes are Musk, Akigalawood and Amber.",https://www.fragrantica.com/perfume/Wilgermain/Possession-63915.html
"Eau My Gosh! Ritualsfor women","for women",3.9,30,"['fruity', 'citrus', 'sweet', 'tropical', 'green', 'aromatic', 'floral', 'white floral', 'terpenic', 'fresh spicy']",[],"Eau My Gosh!byRitualsis a Citrus fragrance for women.Eau My Gosh!was launched in 2020. Top notes are Mango, Orange and Bergamot; middle notes are Rhubarb, Freesia and Jasmine;",https://www.fragrantica.com/perfume/Rituals/Eau-My-Gosh-61333.html
"Gold Immortals Ex Nihilofor women and men","for women and men",4,456,"['amber', 'fresh', 'floral', 'sweet', 'musky', 'fruity', 'yellow floral', 'citrus', 'vanilla', 'white floral']","['Jordi Fernández']","Gold ImmortalsbyEx Nihilois a Amber Floral fragrance for women and men.Gold Immortalswas launched in 2020. The nose behind this fragrance is Jordi Fernández. Top notes are Pear and Bergamot; middle notes are Peony and Lysylang; base notes are Tonka Bean, Musk and Amber.",https://www.fragrantica.com/perfume/Ex-Nihilo/Gold-Immortals-63570.html
"Charlie Breeze Revlonfor women","for women",3.85,13,"['citrus', 'white floral', 'aromatic', 'fresh spicy', 'fresh', 'rose']",[],"Charlie BreezebyRevlonis a Floral Aquatic fragrance for women.Charlie Breezewas launched in 2006. Top notes are Lime, Amalfi Lemon, Melon, Bergamot and Black Currant; middle notes are Jasmine, Rose, Geranium, Lily-of-the-Valley and Red Berries; base notes are Musk and Patchouli.",https://www.fragrantica.com/perfume/Revlon/Charlie-Breeze-14498.html
"Bolzano Mod.5 Parfum Barfor women","for women",5,1,"['white floral', 'fresh', 'rose', 'woody', 'musky', 'amber', 'powdery', 'green', 'fruity', 'floral']",[],"Bolzano Mod.5byParfum Baris a Floral Woody Musk fragrance for women. Top notes are Green Apple and Lily-of-the-Valley; middle notes are Jasmine and White Rose; base notes are Amber, Cedar and Musk.",https://www.fragrantica.com/perfume/Parfum-Bar/Bolzano-Mod-5-25701.html
